source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
open-meteo,2026-05-08 10:08:17.640498+00:00,Kaolack,KL,14.1652,-16.0726,27.4,27.5,42.0,1011.3,7.9,357,1,2026-05-08T10:08:17.973195+00:00,OK,
openweathermap,2026-05-08 10:08:17.906478+00:00,Kaolack,KL,14.1652,-16.0726,29.0,27.82,29.0,1013.0,2.91,4,800,2026-05-08T10:08:17.992878+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:08:19.792287+00:00,Kaffrine,KF,14.1059,-15.5503,28.5,28.2,36.0,1010.4,8.3,349,2,2026-05-08T10:08:21.013267+00:00,OK,
openweathermap,2026-05-08 10:08:20.447158+00:00,Kaffrine,KF,14.1059,-15.5503,29.46,28.04,26.0,1012.0,2.63,3,800,2026-05-08T10:08:20.513281+00:00,OK,ciel dégagé
open-meteo,2026-05-08 10:08:22.687665+00:00,Tambacounda,TC,13.7707,-13.6673,33.0,32.0,26.0,1007.1,10.3,297,3,2026-05-08T10:08:23.116944+00:00,OK,
openweathermap,2026-05-08 10:08:23.047675+00:00,Tambacounda,TC,13.7707,-13.6673,33.12,31.06,20.0,1011.0,2.52,311,803,2026-05-08T10:08:23.142771+00:00,OK,nuageux
open-meteo,2026-05-08 10:08:24.939370+00:00,Kédougou,KD,12.5559,-12.1747,32.2,29.8,33.0,997.3,24.7,262,3,2026-05-08T10:08:25.542977+00:00,OK,
openweathermap,2026-05-08 10:08:25.471669+00:00,Kédougou,KD,12.5559,-12.1747,33.1,32.59,33.0,1011.0,4.46,274,804,2026-05-08T10:08:25.562056+00:00,OK,couvert
open-meteo,2026-05-08 10:08:27.561375+00:00,Kolda,KO,12.8989,-14.9413,30.1,30.8,36.0,1008.4,4.6,312,1,2026-05-08T10:08:27.901110+00:00,OK,
openweathermap,2026-05-08 10:08:27.832545+00:00,Kolda,KO,12.8989,-14.9413,33.45,31.66,23.0,1012.0,0.96,322,803,2026-05-08T10:08:27.925440+00:00,OK,nuageux
open-meteo,2026-05-08 10:08:29.739941+00:00,Sédhiou,SD,12.708,-15.5569,29.4,29.9,38.0,1009.5,4.8,333,0,2026-05-08T10:08:30.500676+00:00,OK,
openweathermap,2026-05-08 10:08:30.431514+00:00,Sédhiou,SD,12.708,-15.5569,32.19,30.43,24.0,1012.0,1.67,348,803,2026-05-08T10:08:30.598529+00:00,OK,nuageux
open-meteo,2026-05-08 10:08:32.566298+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.5,29.9,46.0,1010.2,4.2,340,0,2026-05-08T10:08:32.923458+00:00,OK,
openweathermap,2026-05-08 10:08:32.856694+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.27,29.09,31.0,1012.0,2.08,1,803,2026-05-08T10:08:33.413500+00:00,OK,nuageux
open-meteo,2026-05-08 10:08:34.750542+00:00,Saint-Louis,SL,16.0179,-16.4896,24.5,23.7,59.0,1011.3,19.5,343,3,2026-05-08T10:08:35.971597+00:00,OK,
openweathermap,2026-05-08 10:08:35.481079+00:00,Saint-Louis,SL,16.0179,-16.4896,21.84,21.88,69.0,1012.0,8.12,343,801,2026-05-08T10:08:35.992367+00:00,OK,peu nuageux
open-meteo,2026-05-08 10:08:37.631450+00:00,Louga,LG,15.6179,-16.2241,26.1,26.3,49.0,1007.3,11.0,341,3,2026-05-08T10:08:38.038376+00:00,OK,
openweathermap,2026-05-08 10:08:37.883245+00:00,Louga,LG,15.6179,-16.2241,28.17,27.27,31.0,1012.0,6.55,346,802,2026-05-08T10:08:37.951712+00:00,OK,partiellement nuageux
open-meteo,2026-05-08 10:08:39.844893+00:00,Matam,MT,15.6559,-13.2557,34.7,32.3,20.0,1007.7,15.8,343,3,2026-05-08T10:08:40.509290+00:00,OK,
openweathermap,2026-05-08 10:08:40.431272+00:00,Matam,MT,15.6559,-13.2557,33.56,31.36,18.0,1011.0,4.8,347,803,2026-05-08T10:08:40.994194+00:00,OK,nuageux
